num,url,coder1,coder2,final_label
1288_Q48,https://pbs.twimg.com/media/DqSgiIlU0AAJ7TY.jpg,men/close shots,men/close shots,men/close shots
1289_Q48,https://pbs.twimg.com/media/DqTBchpX0AAvfyi.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1290_Q48,https://pbs.twimg.com/media/DqTBcpgXQAcs0k2.jpg,men/close shots,men/close shots,men/close shots
1291_Q48,https://pbs.twimg.com/media/DqTBcy6WsAAt_I7.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1292_Q48,https://pbs.twimg.com/media/DqTBdCpXQAED3S3.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1293_Q48,https://pbs.twimg.com/media/DqTtuQjVsAArN0o.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1294_Q48,https://pbs.twimg.com/media/DqTtvNWVAAEnJOf.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1295_Q48,https://pbs.twimg.com/media/DqTtv4VUUAAOpdb.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1296_Q48,https://pbs.twimg.com/media/DqUFAEaWwAIgcMi.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1297_Q48,https://pbs.twimg.com/media/DqUFAPHWoAY4Jty.jpg,men/close shots,crowd,No Agreement
1298_Q48,https://pbs.twimg.com/media/DqUFAsRXcAEdrbw.jpg,crowd,crowd,crowd
1299_Q48,https://pbs.twimg.com/media/DqUFA39X4AAJ9Hk.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1300_Q48,https://pbs.twimg.com/media/DqYPkoaWwAcPVul.jpg,OTHER,OTHER,OTHER
1301_Q48,https://pbs.twimg.com/media/DqYPlbnX0AE4jMQ.jpg,OTHER,police,No Agreement
1302_Q48,https://pbs.twimg.com/media/DqYPnBgWkAAqsxq.jpg,OTHER,OTHER,OTHER
1303_Q48,https://pbs.twimg.com/media/DqbeJzRWsAEEocY.jpg,OTHER,OTHER,OTHER
1304_Q48,https://pbs.twimg.com/media/DqbeJ8OX4AAScK5.jpg,crowd,crowd,crowd
1305_Q48,https://pbs.twimg.com/media/DqbeKGxX4AUz0ZZ.jpg,OTHER,republican politicians,No Agreement
1306_Q48,https://pbs.twimg.com/media/Dqcfo-lUUAEidFy.jpg,OTHER,OTHER,OTHER
1307_Q48,https://pbs.twimg.com/media/DqcfpmYUcAEH2Ss.jpg,OTHER,OTHER,OTHER
1308_Q48,https://pbs.twimg.com/media/Dqcfp2UU8AA9cQ2.jpg,OTHER,OTHER,OTHER
1309_Q48,https://pbs.twimg.com/media/DqdGMkCWsAEgxE-.jpg,OTHER,OTHER,OTHER
1310_Q48,https://pbs.twimg.com/media/DqdGM5sV4AEtKF2.jpg,crowd,crowd,crowd
1311_Q48,https://pbs.twimg.com/media/DqdGNGfX4AIMgrJ.jpg,OTHER,republican politicians,No Agreement
1312_Q48,https://pbs.twimg.com/media/DqrpxXhWoAAYlnp.jpg,violations,police,No Agreement
1313_Q48,https://pbs.twimg.com/media/DqrpyNiXQAISV83.jpg,violations,men/close shots,No Agreement
1314_Q48,https://pbs.twimg.com/media/DqthS4rVAAAGDBj.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1315_Q48,https://pbs.twimg.com/media/DqthX2oVAAAhc5B.jpg,men/close shots,men/close shots,men/close shots
1316_Q48,https://pbs.twimg.com/media/DqthZNGU8AEI0be.jpg,crowd,men/close shots,No Agreement
1317_Q48,https://pbs.twimg.com/media/DqthbyQU8AAYmqw.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1318_Q48,https://pbs.twimg.com/media/DqtlEKyU4AAHxD3.jpg,police,police,police
1319_Q48,https://pbs.twimg.com/media/DqtlFEGU4AABOE2.jpg,police,police,police
1320_Q48,https://pbs.twimg.com/media/DqtlF1VUwAA30sh.jpg,police,police,police
1321_Q48,https://pbs.twimg.com/media/DqwL_eiWoAAU1ED.jpg,women and children/close shots,crowd,No Agreement
1322_Q48,https://pbs.twimg.com/media/DqwL_qqXQAEmVax.jpg,women and children/close shots,crowd,No Agreement
1323_Q48,https://pbs.twimg.com/media/DqwL_2DWoAIV2hi.jpg,men/close shots,men/close shots,men/close shots
1324_Q48,https://pbs.twimg.com/media/DqxRD2kUUAAe-Uz.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1325_Q48,https://pbs.twimg.com/media/DqxRGMUUwAAdwdV.jpg,women and children/close shots,men/close shots,No Agreement
1326_Q48,https://pbs.twimg.com/media/DqxRGMVUUAA0wPa.jpg,men/close shots,men/close shots,men/close shots
1327_Q48,https://pbs.twimg.com/media/DqxRGMWU8AAtcMh.jpg,crowd,crowd,crowd
1328_Q48,https://pbs.twimg.com/media/Dq1M0QDWwAUASq7.jpg,crowd,crowd,crowd
1329_Q48,https://pbs.twimg.com/media/Dq1M0YmWoAAd5bb.jpg,camps,camps,camps
1330_Q48,https://pbs.twimg.com/media/Dq7Oz7eXQAEHQPL.jpg,OTHER,OTHER,OTHER
1331_Q48,https://pbs.twimg.com/media/Dq7O1zeXcAAZSWn.jpg,OTHER,OTHER,OTHER
1332_Q48,https://pbs.twimg.com/media/Dq8EyitXcAQwvo4.jpg,republican politicians,republican politicians,republican politicians
1333_Q48,https://pbs.twimg.com/media/Dq8E0z2WkAERiOT.jpg,crowd,crowd,crowd
1334_Q48,https://pbs.twimg.com/media/Dq_oKbuW4AAHPuf.jpg,OTHER,OTHER,OTHER
1335_Q48,https://pbs.twimg.com/media/Dq_oKmWWwAIenJI.jpg,republican politicians,republican politicians,republican politicians
1336_Q48,https://pbs.twimg.com/media/Dq_oKy0XQAE5FcN.jpg,OTHER,OTHER,OTHER
1337_Q48,https://pbs.twimg.com/media/DrBYj_hXQAADkkO.jpg,OTHER,OTHER,OTHER
1338_Q48,https://pbs.twimg.com/media/DrBYkLhX0AAyFsy.jpg,republican politicians,republican politicians,republican politicians
1339_Q48,https://pbs.twimg.com/media/DrBYkWqXgAAmdHg.jpg,OTHER,OTHER,OTHER
1340_Q48,https://pbs.twimg.com/media/DrBvT7kWkAIZbyK.jpg,OTHER,OTHER,OTHER
1341_Q48,https://pbs.twimg.com/media/DrBvT7iXgAA9hIl.jpg,OTHER,OTHER,OTHER
1342_Q48,https://pbs.twimg.com/media/DrDYYKbWkAA3gyw.jpg,men/close shots,men/close shots,men/close shots
1343_Q48,https://pbs.twimg.com/media/DrDYYNGWkAEEk0T.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1344_Q48,https://pbs.twimg.com/media/DrDYYM8XcAA54KD.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1345_Q48,https://pbs.twimg.com/media/DrHm2dsXcAYLXUh.jpg,crowd,crowd,crowd
1346_Q48,https://pbs.twimg.com/media/DrHm2pVW4AA-1_2.jpg,camps,camps,camps
1347_Q48,https://pbs.twimg.com/media/DrHm20uWoAApC1a.jpg,women and children/close shots,men/close shots,No Agreement
1348_Q48,https://pbs.twimg.com/media/DrLSIg8X0AEokZr.jpg,violations,OTHER,No Agreement
1349_Q48,https://pbs.twimg.com/media/DrLSIoaW4AEZNPd.jpg,crowd,crowd,crowd
1350_Q48,https://pbs.twimg.com/media/DrLSIwZWoAElC_W.jpg,violations,women and children/close shots,No Agreement
1351_Q48,https://pbs.twimg.com/media/DrQukmUXgAA4mhP.jpg,crowd,crowd,crowd
1352_Q48,https://pbs.twimg.com/media/DrQuuBPX0AInpjk.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1353_Q48,https://pbs.twimg.com/media/DrQvcDDXgAE4cKs.jpg,camps,camps,camps
1354_Q48,https://pbs.twimg.com/media/DrQve0sXQAExeNy.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1355_Q48,https://pbs.twimg.com/media/Drkzw-vWoAA-1FX.jpg,military,military,military
1356_Q48,https://pbs.twimg.com/media/DrkzxIUX4AA0AJ3.jpg,men/close shots,men/close shots,men/close shots
1357_Q48,https://pbs.twimg.com/media/DrkzxSoWkAEewIS.jpg,military,military,military
1358_Q48,https://pbs.twimg.com/media/DrkzxZ5WsAEAC7V.jpg,crowd,crowd,crowd
1359_Q48,https://pbs.twimg.com/media/Drp2cutXcAAfZ4k.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1360_Q48,https://pbs.twimg.com/media/Drp2c8eXQAMD7m4.jpg,men/close shots,crowd,No Agreement
1361_Q48,https://pbs.twimg.com/media/Drp2dIGW4AAPOR4.jpg,camps,crowd,No Agreement
1362_Q48,https://pbs.twimg.com/media/Drp2dSWWkAAG80C.jpg,women and children/close shots,men/close shots,No Agreement
1363_Q48,https://pbs.twimg.com/media/Drp6CTAX4AAXsRG.jpg,military,military,military
1364_Q48,https://pbs.twimg.com/media/Drp6CciWkAAJOAi.jpg,men/close shots,men/close shots,men/close shots
1365_Q48,https://pbs.twimg.com/media/Drp6CmOXgAAvf5H.jpg,military,military,military
1366_Q48,https://pbs.twimg.com/media/Drp6Cw3X4AAnaIL.jpg,crowd,crowd,crowd
1367_Q48,https://pbs.twimg.com/media/Dr1wZJ3X0AEockS.jpg,military,military,military
1368_Q48,https://pbs.twimg.com/media/Dr1wZULWwAMYCBT.jpg,military,military,military
1369_Q48,https://pbs.twimg.com/media/Dr1wZcKXgAExMZK.jpg,military,military,military
1370_Q48,https://pbs.twimg.com/media/Dr5ysJcWsAELanB.jpg,men/close shots,men/close shots,men/close shots
1371_Q48,https://pbs.twimg.com/media/Dr5ysJiX0AAcFLr.jpg,men/close shots,men/close shots,men/close shots
1372_Q48,https://pbs.twimg.com/media/Dr5ysJMWwAAzNRf.jpg,men/close shots,men/close shots,men/close shots
1373_Q48,https://pbs.twimg.com/media/Dr5ysJoWsAUICrS.jpg,women and children/close shots,men/close shots,No Agreement
1374_Q48,https://pbs.twimg.com/media/Dr-9dqCW4AMsoKU.jpg,men/close shots,men/close shots,men/close shots
1375_Q48,https://pbs.twimg.com/media/Dr-9h3hW4AUUgG_.jpg,violations,police,No Agreement
1376_Q48,https://pbs.twimg.com/media/Dr-9mpGW4AE8y6A.jpg,crowd,crowd,crowd
1377_Q48,https://pbs.twimg.com/media/Dr_gkRqWoAE9SCK.jpg,OTHER,OTHER,OTHER
1378_Q48,https://pbs.twimg.com/media/Dr_gkRrWoAAboZy.jpg,OTHER,OTHER,OTHER
1379_Q48,https://pbs.twimg.com/media/DsD6FxDW4AIR77k.jpg,military,military,military
1380_Q48,https://pbs.twimg.com/media/DsD6Fj_X4AAPiiY.jpg,OTHER,military,No Agreement
1381_Q48,https://pbs.twimg.com/media/DsD6FAEWsAMhPxC.jpg,military,military,military
1382_Q48,https://pbs.twimg.com/media/DsE4LuiU0AAVMar.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1383_Q48,https://pbs.twimg.com/media/DsE4NP_VAAAuY3N.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1384_Q48,https://pbs.twimg.com/media/DsFBCUDWoAAfVcP.jpg,violations,violations,violations
1385_Q48,https://pbs.twimg.com/media/DsFBCGmW0AAMLnP.jpg,violations,police,No Agreement
1386_Q48,https://pbs.twimg.com/media/DsFBCCyWkAAMrdP.jpg,violations,police,No Agreement
1387_Q48,https://pbs.twimg.com/media/DsUbh-qU0AA0n8b.jpg,violations,police,No Agreement
1388_Q48,https://pbs.twimg.com/media/DsUbh-oV4AAwPWD.jpg,OTHER,OTHER,OTHER
1389_Q48,https://pbs.twimg.com/media/DsUbh-mUUAAPVT-.jpg,men/close shots,men/close shots,men/close shots
1390_Q48,https://pbs.twimg.com/media/DsUbh-rUUAAIRsO.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1391_Q48,https://pbs.twimg.com/media/DsYlDjlW0AAWmXt.jpg,men/close shots,men/close shots,men/close shots
1392_Q48,https://pbs.twimg.com/media/DsYlDv9WsAYpRKU.jpg,camps,OTHER,No Agreement
1393_Q48,https://pbs.twimg.com/media/DsYlD97WwAIntaD.jpg,camps,OTHER,No Agreement
1394_Q48,https://pbs.twimg.com/media/DsYlEMJXoAErLJj.jpg,camps,OTHER,No Agreement
1395_Q48,https://pbs.twimg.com/media/DsYweKGWwAI-eL5.jpg,violations,police,No Agreement
1396_Q48,https://pbs.twimg.com/media/DsYweDUXgAABZpu.jpg,crowd,crowd,crowd
1397_Q48,https://pbs.twimg.com/media/DsYwdfDXQAEZIDH.jpg,violations,crowd,No Agreement
1398_Q48,https://pbs.twimg.com/media/Dsb54s9XcAA7Tf_.jpg,camps,OTHER,No Agreement
1399_Q48,https://pbs.twimg.com/media/Dsb545lWoAADgfA.jpg,men/close shots,men/close shots,men/close shots
1400_Q48,https://pbs.twimg.com/media/Dsb55G9W0AAZxPz.jpg,camps,OTHER,No Agreement
1401_Q48,https://pbs.twimg.com/media/Dsb55fPWkAUa6n8.jpg,camps,OTHER,No Agreement
1402_Q48,https://pbs.twimg.com/media/Dsc4MesWsAEDWsS.jpg,crowd,crowd,crowd
1403_Q48,https://pbs.twimg.com/media/Dsc4MhZX4AA7Et2.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1404_Q48,https://pbs.twimg.com/media/DseKCN5WwAEq-xZ.jpg,OTHER,OTHER,OTHER
1405_Q48,https://pbs.twimg.com/media/DseKCZHW0AA-3jv.jpg,OTHER,OTHER,OTHER
1406_Q48,https://pbs.twimg.com/media/DseKCiOXgAAWEXP.jpg,OTHER,OTHER,OTHER
1407_Q48,https://pbs.twimg.com/media/DsfxGm6XgAAnya9.jpg,camps,OTHER,No Agreement
1408_Q48,https://pbs.twimg.com/media/DsfxGxdWsAUD7Jg.jpg,camps,OTHER,No Agreement
1409_Q48,https://pbs.twimg.com/media/DsfxG-hXcAEZ0rJ.jpg,men/close shots,men/close shots,men/close shots
1410_Q48,https://pbs.twimg.com/media/DsfxHLZX4AEcDI_.jpg,camps,OTHER,No Agreement
1411_Q48,https://pbs.twimg.com/media/DsnlLYGWsAA6e1M.jpg,men/close shots,men/close shots,men/close shots
1412_Q48,https://pbs.twimg.com/media/DsnlLfzWwAMTvXw.jpg,women and children/close shots,OTHER,No Agreement
1413_Q48,https://pbs.twimg.com/media/DsnlLm2WoAEYblu.jpg,OTHER,OTHER,OTHER
1414_Q48,https://pbs.twimg.com/media/DspbFf6U4AA0rhe.jpg,camps,men/close shots,No Agreement
1415_Q48,https://pbs.twimg.com/media/DspbF1TUcAAlnWC.jpg,camps,OTHER,No Agreement
1416_Q48,https://pbs.twimg.com/media/DspbGIjU0AAEHiF.jpg,camps,OTHER,No Agreement
1417_Q48,https://pbs.twimg.com/media/DspbGdwU4AAd-uO.jpg,camps,OTHER,No Agreement
1418_Q48,https://pbs.twimg.com/media/DstELwcWsAUyheY.jpg,women and children/close shots,OTHER,No Agreement
1419_Q48,https://pbs.twimg.com/media/DstEMIEWkAAGo8g.jpg,crowd,crowd,crowd
1420_Q48,https://pbs.twimg.com/media/DstEMQrXQAANmRT.jpg,women and children/close shots,OTHER,No Agreement
1421_Q48,https://pbs.twimg.com/media/DstEMaHXgAIPejr.jpg,camps,camps,camps
1422_Q48,https://pbs.twimg.com/media/Dsus41qX4AIrHF2.jpg,women and children/close shots,OTHER,No Agreement
1423_Q48,https://pbs.twimg.com/media/Dsus5AJXoAEfLys.jpg,crowd,crowd,crowd
1424_Q48,https://pbs.twimg.com/media/Dsus5I5XQAA2lMZ.jpg,women and children/close shots,OTHER,No Agreement
1425_Q48,https://pbs.twimg.com/media/Dsus5SFX4AAPuxJ.jpg,camps,camps,camps
1426_Q48,https://pbs.twimg.com/media/Ds3ZBVBWoAcYhmI.jpg,police,police,police
1427_Q48,https://pbs.twimg.com/media/Ds3ZCfqXgAcHTHY.jpg,police,police,police
1428_Q48,https://pbs.twimg.com/media/Ds4bEojUUAEqWgV.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1429_Q48,https://pbs.twimg.com/media/Ds4bs0VVAAAmJ-7.jpg,men/close shots,men/close shots,men/close shots
1430_Q48,https://pbs.twimg.com/media/Ds4b2F2U4AEfNdY.jpg,violations,crowd,No Agreement
1431_Q48,https://pbs.twimg.com/media/Ds5ChBZUcAA3PNa.jpg,OTHER,OTHER,OTHER
1432_Q48,https://pbs.twimg.com/media/Ds5Ch0PUwAA7BEq.jpg,OTHER,OTHER,OTHER
1433_Q48,https://pbs.twimg.com/media/Ds7jdiuWkAIuUbz.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1434_Q48,https://pbs.twimg.com/media/Ds7jeGlXcAUsaBx.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1435_Q48,https://pbs.twimg.com/media/Ds7jeutWsAA6Ejm.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1436_Q48,https://pbs.twimg.com/media/Ds7jfiCXQAEh0nF.jpg,violations,crowd,No Agreement
1437_Q48,https://pbs.twimg.com/media/Ds74MmHW0AA7dnX.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1438_Q48,https://pbs.twimg.com/media/Ds74M2XX4AMrkHF.jpg,violations,crowd,No Agreement
1439_Q48,https://pbs.twimg.com/media/Ds74MKjWkAAXOZT.jpg,police,police,police
1440_Q48,https://pbs.twimg.com/media/Ds74MQsXoAAdMHw.jpg,violations,police,No Agreement
1441_Q48,https://pbs.twimg.com/media/Ds8XSrtWsAEMn0K.jpg,violations,crowd,No Agreement
1442_Q48,https://pbs.twimg.com/media/Ds8XWEAXcAAljZB.jpg,police,police,police
1443_Q48,https://pbs.twimg.com/media/Ds8XZ1FWwAARfMl.jpg,violations,crowd,No Agreement
1444_Q48,https://pbs.twimg.com/media/Ds8dY51XQAEn_hA.jpg,OTHER,OTHER,OTHER
1445_Q48,https://pbs.twimg.com/media/Ds8dY54WsAAJQqA.jpg,men/close shots,women and children/close shots,No Agreement
1446_Q48,https://pbs.twimg.com/media/Ds8dY55W0AA3V2O.jpg,men/close shots,men/close shots,men/close shots
1447_Q48,https://pbs.twimg.com/media/Ds8dY6AWkAAQaVP.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1448_Q48,https://pbs.twimg.com/media/Ds-FttjWsAEJVPv.jpg,OTHER,OTHER,OTHER
1449_Q48,https://pbs.twimg.com/media/Ds-FuKcWsAAyeIB.jpg,OTHER,OTHER,OTHER
1450_Q48,https://pbs.twimg.com/media/DtBbaQtXoAAnr5P.jpg,OTHER,OTHER,OTHER
1451_Q48,https://pbs.twimg.com/media/DtBbaRAWkAENsss.jpg,OTHER,OTHER,OTHER
1452_Q48,https://pbs.twimg.com/media/DtBbaQzW0AAkfJg.jpg,OTHER,OTHER,OTHER
1453_Q48,https://pbs.twimg.com/media/DtB_N7JW0AATIcr.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1454_Q48,https://pbs.twimg.com/media/DtB_PamWsAEAs0k.jpg,men/close shots,men/close shots,men/close shots
1455_Q48,https://pbs.twimg.com/media/DtB_RKVX4AEVFx6.jpg,violations,crowd,No Agreement
1456_Q48,https://pbs.twimg.com/media/DtB_S0OXQAAm6Zl.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1457_Q48,https://pbs.twimg.com/media/DtG3Q1YXQAAVGDP.jpg,OTHER,OTHER,OTHER
1458_Q48,https://pbs.twimg.com/media/DtG3Q1eWoAUAC0D.jpg,OTHER,OTHER,OTHER
1459_Q48,https://pbs.twimg.com/media/DtIEdUiVsAARARw.jpg,camps,OTHER,No Agreement
1460_Q48,https://pbs.twimg.com/media/DtIEe2LUUAEFHwT.jpg,camps,OTHER,No Agreement
1461_Q48,https://pbs.twimg.com/media/DtIEfpDU8AAzlJY.jpg,camps,men/close shots,No Agreement
1462_Q48,https://pbs.twimg.com/media/DtIEgmmUcAAl8eP.jpg,camps,camps,camps
1463_Q48,https://pbs.twimg.com/media/DtMxi3EWsAAh75m.jpg,women and children/close shots,men/close shots,No Agreement
1464_Q48,https://pbs.twimg.com/media/DtMxi39XgAACBxy.jpg,women and children/close shots,OTHER,No Agreement
1465_Q48,https://pbs.twimg.com/media/DtMxi3hWkAAQquw.jpg,men/close shots,men/close shots,men/close shots
1466_Q48,https://pbs.twimg.com/media/DtQB7OeXQAELjGG.jpg,men/close shots,men/close shots,men/close shots
1467_Q48,https://pbs.twimg.com/media/DtQB7cqX4AAkvtJ.jpg,camps,OTHER,No Agreement
1468_Q48,https://pbs.twimg.com/media/DtQB7stX4AEeL6B.jpg,camps,OTHER,No Agreement
1469_Q48,https://pbs.twimg.com/media/DtQB75nWkAAlxi_.jpg,camps,OTHER,No Agreement
1470_Q48,https://pbs.twimg.com/media/DtQ0-5XXQAARJiQ.jpg,camps,camps,camps
1471_Q48,https://pbs.twimg.com/media/DtQ1nuoWsAAl4Yr.jpg,men/close shots,men/close shots,men/close shots
1472_Q48,https://pbs.twimg.com/media/DtQ1qjAWoAIrZBt.jpg,women and children/close shots,women and children/close shots,women and children/close shots
1473_Q48,https://pbs.twimg.com/media/DtQ1tkEWoAA0_Dt.jpg,camps,camps,camps
1474_Q48,https://pbs.twimg.com/media/DtR8YV7WsAAUFoP.jpg,OTHER,OTHER,OTHER
1475_Q48,https://pbs.twimg.com/media/DtR8YYBX4AIRolG.jpg,women and children/close shots,OTHER,No Agreement
1476_Q48,https://pbs.twimg.com/media/DtSenFqXcAYq8xY.jpg,women and children/close shots,OTHER,No Agreement
1477_Q48,https://pbs.twimg.com/media/DtSenDZXcAAKx2I.jpg,women and children/close shots,OTHER,No Agreement
1478_Q48,https://pbs.twimg.com/media/DtTOri3WoAAkdn4.jpg,women and children/close shots,OTHER,No Agreement
1479_Q48,https://pbs.twimg.com/media/DtTOrbGWsAADFeY.jpg,women and children/close shots,OTHER,No Agreement
1480_Q48,https://pbs.twimg.com/media/DtVRJdIWsAEYOdI.jpg,men/close shots,men/close shots,men/close shots
1481_Q48,https://pbs.twimg.com/media/DtVRJChX4AAegF5.jpg,women and children/close shots,OTHER,No Agreement
1482_Q48,https://pbs.twimg.com/media/DtVRJNcXQAAyhzt.jpg,women and children/close shots,women and children/close shots,women and children/close shots
